Alter;Reisetaetigkeit;Abteilung;KmZurArbeit;Ausbildung;PersonalNr;Geschlecht;Verdienst;KostensatzTag;Berufserfahrung;Position;Ehestand;AnzFirmen;ueberstunden;ProzentGehaltserhoehung;StandardHours;AktienOptionen;JahreBerufserfahrung;FortbildungProJahr;WorkLifeBalance;Firmenzugehoerigkeit;DauerLetzteFirmenzugehoerigkeit;Performance;Attrition
28;Selten;Entwicklung;2;1;1136;m;3201;1451;1;Wissenschaftler;verheiratet;0;No;17;80;0;6;2;1;5;3;3;No
35;Haeufig;Vertrieb;11;2;1137;m;4968;1182;2;Vertrieb;geschieden;1;No;11;80;1;5;3;3;5;2;3;No
49;Selten;Vertrieb;8;4;1138;m;13120;174;4;Vertrieb;verheiratet;6;No;17;80;1;22;3;3;9;8;3;No
34;Haeufig;Entwicklung;2;2;1140;m;4033;1003;2;Abteilungsleiter;ledig;2;No;11;80;0;5;3;2;3;2;3;No
29;Haeufig;Entwicklung;10;3;1143;w;3291;490;1;Wissenschaftler;geschieden;0;No;14;80;2;8;2;2;7;5;3;No
42;Selten;Entwicklung;29;3;1148;m;4272;188;2;Labortechniker;ledig;4;No;19;80;0;16;3;3;1;0;3;No
29;Selten;Entwicklung;8;1;1150;m;5056;718;2;Abteilungsleiter;verheiratet;1;Yes;15;80;1;10;2;2;10;7;3;No
38;Selten;Personal;1;3;1152;m;2844;433;1;Personal;verheiratet;1;No;13;80;1;7;2;4;7;6;3;No
28;Haeufig;Entwicklung;6;3;1154;m;2703;773;1;Wissenschaftler;geschieden;1;Yes;14;80;1;3;2;3;3;1;3;No
18;Nie;Entwicklung;8;1;1156;m;1904;247;1;Labortechniker;ledig;1;No;12;80;0;0;0;3;0;0;3;Yes
33;Selten;Vertrieb;9;4;1157;w;8224;603;2;Vertrieb;ledig;0;Yes;17;80;0;6;3;3;5;2;3;Yes
41;Selten;Entwicklung;12;4;1158;m;4766;167;1;Labortechniker;verheiratet;3;Yes;11;80;1;6;4;3;1;0;3;No
31;Haeufig;Entwicklung;15;3;1160;m;2610;874;1;Labortechniker;verheiratet;1;No;12;80;1;2;5;2;2;2;3;Yes
37;Selten;Entwicklung;25;2;1161;w;5731;367;2;Produktmanager;geschieden;7;No;13;80;2;9;2;3;6;2;3;No
27;Selten;Entwicklung;6;3;1162;m;2539;199;1;Wissenschaftler;verheiratet;1;No;13;80;1;4;0;3;4;2;3;No
34;Selten;Vertrieb;9;1;1163;w;5714;1400;2;Vertrieb;verheiratet;1;No;20;80;0;6;3;2;6;5;4;No
35;Selten;Personal;8;4;1164;m;4323;528;1;Personal;ledig;1;No;17;80;0;6;2;1;5;4;3;No
29;Selten;Vertrieb;23;1;1165;w;7336;408;3;Vertrieb;verheiratet;1;No;13;80;1;11;3;1;11;8;3;Yes
40;Haeufig;Entwicklung;9;4;1166;w;13499;593;3;AbteilungsleiterForschung;ledig;9;No;17;80;0;20;3;2;18;7;3;No
42;Haeufig;Vertrieb;12;3;1167;m;13758;481;4;Vertrieb;ledig;0;Yes;12;80;0;22;2;2;21;9;3;Yes
42;Selten;Vertrieb;4;4;1171;m;5155;647;2;Vertrieb;ledig;7;No;13;80;0;9;3;4;6;4;3;No
35;Selten;Entwicklung;1;4;1172;m;2258;982;1;Labortechniker;verheiratet;6;No;12;80;1;10;2;3;8;0;3;No
24;Selten;Entwicklung;24;3;1173;m;3597;477;1;Labortechniker;ledig;8;No;22;80;0;6;2;3;4;3;4;No
28;Selten;Entwicklung;12;1;1175;w;2515;1485;1;Labortechniker;verheiratet;1;Yes;11;80;0;1;4;2;1;1;3;Yes
26;Selten;Entwicklung;3;4;1177;m;4420;1384;1;Labortechniker;verheiratet;1;No;22;80;1;8;2;3;8;7;4;No
30;Selten;Vertrieb;10;3;1179;m;6578;852;2;Vertrieb;verheiratet;1;No;18;80;1;10;3;3;10;3;3;No
40;Haeufig;Entwicklung;26;2;1180;w;4422;902;2;Wissenschaftler;verheiratet;3;Yes;13;80;1;16;3;1;1;1;3;No
35;Selten;Entwicklung;2;3;1182;m;10274;819;3;Abteilungsleiter;geschieden;2;No;18;80;1;15;2;4;7;7;3;No
34;Haeufig;Entwicklung;1;3;1184;m;5343;669;2;Produktmanager;ledig;0;No;20;80;0;14;3;3;13;9;4;No
35;Haeufig;Entwicklung;4;4;1185;m;2376;636;1;Labortechniker;verheiratet;1;No;13;80;1;2;2;4;2;2;3;No
43;Selten;Vertrieb;9;3;1188;w;5346;1372;2;Vertrieb;ledig;8;No;13;80;0;7;2;2;4;3;3;Yes
32;Nie;Vertrieb;2;1;1190;w;2827;862;1;Vertriebsmitarbeiter;geschieden;1;No;12;80;3;1;3;3;1;0;3;No
56;Selten;Entwicklung;4;4;1191;w;19943;718;5;Manager;geschieden;4;No;13;80;1;28;2;3;5;2;3;No
29;Selten;Entwicklung;6;1;1192;w;3131;1401;1;Labortechniker;verheiratet;1;No;13;80;1;10;5;3;10;8;3;No
19;Selten;Entwicklung;9;2;1193;m;2552;645;1;Wissenschaftler;ledig;1;No;25;80;0;1;4;3;1;1;4;No
45;Selten;Entwicklung;7;3;1195;w;4477;1457;1;Wissenschaftler;verheiratet;4;Yes;19;80;1;7;2;2;3;2;3;No
37;Selten;Entwicklung;1;3;1196;w;6474;977;2;Abteilungsleiter;verheiratet;1;No;13;80;1;14;2;2;14;8;3;No
20;Selten;Entwicklung;3;3;1198;m;3033;805;1;Labortechniker;ledig;1;No;12;80;0;2;2;2;2;2;3;No
44;Selten;Entwicklung;10;4;1200;m;2936;1097;1;Wissenschaftler;ledig;1;Yes;11;80;0;6;4;3;6;4;3;Yes
53;Selten;Entwicklung;7;2;1201;w;18606;1223;5;Manager;geschieden;3;No;18;80;1;26;6;3;7;7;3;No
29;Selten;Entwicklung;15;1;1202;w;2168;942;1;Wissenschaftler;verheiratet;0;Yes;18;80;1;6;2;2;5;4;3;No
22;Haeufig;Entwicklung;3;4;1203;m;2853;1256;1;Wissenschaftler;verheiratet;0;Yes;11;80;1;1;5;3;0;0;3;Yes
46;Selten;Vertrieb;2;3;1204;w;17048;1402;4;Manager;verheiratet;8;No;23;80;0;28;2;3;26;15;4;No
44;Nie;Entwicklung;17;3;1206;m;2290;111;1;Wissenschaftler;ledig;2;No;13;80;0;6;3;3;0;0;3;No
33;Selten;Personal;2;3;1207;m;3600;147;1;Personal;verheiratet;1;No;13;80;1;5;2;3;5;4;3;No
41;Nie;Entwicklung;5;2;1210;m;2107;906;1;Wissenschaftler;geschieden;6;No;17;80;1;5;2;1;1;0;3;Yes
30;Selten;Vertrieb;29;4;1211;m;4115;1329;2;Vertrieb;geschieden;8;No;19;80;3;8;3;3;4;3;3;No
40;Haeufig;Vertrieb;2;4;1212;m;4327;1184;2;Vertrieb;verheiratet;5;No;12;80;3;5;2;3;0;0;3;No
50;Haeufig;Entwicklung;2;3;1215;w;17856;1421;4;Manager;verheiratet;2;No;22;80;1;32;3;3;2;2;4;No
28;Selten;Entwicklung;19;4;1216;m;3196;1179;1;Labortechniker;verheiratet;1;No;12;80;3;6;2;3;6;5;3;No
46;Selten;Entwicklung;15;2;1217;m;19081;1450;5;AbteilungsleiterForschung;verheiratet;5;No;11;80;1;25;2;3;4;2;3;No
35;Selten;Vertrieb;17;4;1218;m;8966;1361;2;Vertrieb;verheiratet;3;Yes;15;80;3;15;2;3;7;7;3;No
24;Selten;Entwicklung;17;2;1219;w;2210;984;1;Labortechniker;verheiratet;1;No;13;80;1;1;3;1;1;0;3;Yes
33;Haeufig;Vertrieb;25;3;1220;w;4539;1146;2;Vertrieb;verheiratet;1;No;12;80;1;10;3;2;10;7;3;No
36;Selten;Entwicklung;6;4;1221;m;2741;917;1;Labortechniker;geschieden;1;No;14;80;1;7;4;3;7;7;3;No
30;Selten;Entwicklung;7;4;1224;m;3491;853;2;Labortechniker;geschieden;1;No;13;80;3;10;4;2;10;7;3;No
44;Selten;Entwicklung;29;4;1225;m;4541;200;2;Wissenschaftler;ledig;1;No;25;80;0;20;3;3;20;11;4;No
20;Selten;Vertrieb;21;3;1226;m;2678;654;1;Vertriebsmitarbeiter;ledig;1;No;17;80;0;2;2;3;2;1;3;No
46;Selten;Entwicklung;2;4;1228;m;7379;150;2;Abteilungsleiter;geschieden;2;No;11;80;1;12;3;2;6;3;3;No
42;Nie;Personal;2;5;1231;m;6272;179;2;Personal;verheiratet;7;No;16;80;1;10;3;4;4;3;3;No
60;Selten;Vertrieb;7;4;1233;m;5220;696;2;Vertrieb;geschieden;0;Yes;18;80;1;12;3;3;11;7;3;No
32;Haeufig;Entwicklung;13;3;1234;w;2743;116;1;Labortechniker;verheiratet;1;No;20;80;1;2;2;3;2;2;4;No
32;Haeufig;Entwicklung;2;2;1235;w;4998;1316;2;Wissenschaftler;ledig;4;Yes;14;80;0;10;2;3;8;7;3;No
36;Selten;Entwicklung;1;3;1237;w;10252;363;3;Abteilungsleiter;geschieden;2;Yes;21;80;1;17;2;3;7;7;4;No
33;Selten;Entwicklung;9;3;1238;m;2781;117;1;Wissenschaftler;verheiratet;0;No;13;80;1;15;5;3;14;10;3;No
40;Selten;Vertrieb;10;3;1239;w;6852;107;2;Vertrieb;geschieden;7;No;12;80;1;7;2;4;5;1;3;No
25;Selten;Vertrieb;10;4;1240;m;4950;1356;2;Vertrieb;ledig;0;No;14;80;0;5;4;3;4;3;3;No
30;Selten;Entwicklung;1;3;1241;m;3579;1465;1;Wissenschaftler;verheiratet;0;Yes;21;80;1;12;2;3;11;9;4;No
42;Haeufig;Entwicklung;26;5;1242;w;13191;458;3;AbteilungsleiterForschung;verheiratet;3;Yes;17;80;0;20;6;3;1;0;3;No
35;Nie;Vertrieb;8;2;1243;w;10377;1212;3;Vertrieb;verheiratet;4;Yes;11;80;1;16;6;2;13;2;3;No
27;Selten;Entwicklung;14;3;1244;m;2235;1103;1;Wissenschaftler;verheiratet;1;Yes;14;80;2;9;3;2;9;7;3;No
54;Haeufig;Entwicklung;1;4;1245;w;10502;966;3;Abteilungsleiter;geschieden;7;No;17;80;1;33;2;1;5;4;3;No
44;Selten;Entwicklung;2;1;1246;w;2011;1117;1;Wissenschaftler;verheiratet;1;No;13;80;1;10;5;3;10;5;3;No
19;Nie;Entwicklung;10;3;1248;w;1859;504;1;Wissenschaftler;ledig;1;Yes;25;80;0;1;2;4;1;1;4;Yes
29;Selten;Entwicklung;1;3;1249;w;3760;1010;1;Wissenschaftler;geschieden;1;No;15;80;3;3;5;3;3;2;3;No
54;Selten;Entwicklung;3;3;1250;m;17779;685;4;AbteilungsleiterForschung;verheiratet;3;No;14;80;0;36;2;3;10;9;3;No
31;Selten;Entwicklung;11;2;1251;m;6833;1332;2;Produktmanager;verheiratet;1;Yes;12;80;0;6;2;2;6;5;3;No
31;Selten;Entwicklung;24;3;1252;w;6812;1062;2;Produktmanager;ledig;1;No;19;80;0;10;2;3;10;9;3;No
59;Selten;Vertrieb;3;3;1254;w;5171;326;2;Vertrieb;ledig;5;No;17;80;0;13;2;3;6;1;3;No
43;Selten;Entwicklung;3;3;1255;m;19740;920;5;AbteilungsleiterForschung;verheiratet;3;No;14;80;1;25;2;3;8;7;3;No
49;Selten;Entwicklung;4;2;1256;m;18711;1098;5;Manager;verheiratet;2;No;13;80;1;23;2;4;1;0;3;No
36;Haeufig;Entwicklung;3;3;1257;m;3692;469;1;Wissenschaftler;verheiratet;1;No;12;80;0;12;2;2;11;10;3;No
48;Selten;Entwicklung;2;2;1258;m;2559;969;1;Labortechniker;ledig;5;No;11;80;0;7;4;2;1;0;3;No
27;Selten;Entwicklung;4;2;1259;m;2517;1167;1;Wissenschaftler;geschieden;1;No;11;80;3;5;2;3;5;3;3;No
29;Selten;Entwicklung;7;3;1260;m;6623;1329;2;Produktmanager;geschieden;1;Yes;11;80;2;6;2;3;6;0;3;No
48;Selten;Entwicklung;1;3;1263;m;18265;715;5;AbteilungsleiterForschung;ledig;6;No;12;80;0;25;3;4;1;0;3;No
29;Selten;Entwicklung;1;3;1264;w;16124;694;4;AbteilungsleiterForschung;geschieden;3;No;14;80;2;9;2;2;7;7;3;No
34;Selten;Entwicklung;20;3;1265;w;2585;1320;1;Wissenschaftler;verheiratet;0;No;17;80;0;2;5;2;1;0;3;No
44;Selten;Vertrieb;5;3;1267;m;18213;1099;5;Manager;verheiratet;7;No;11;80;1;26;5;3;22;9;3;No
33;Selten;Vertrieb;10;5;1268;m;8380;536;3;Vertrieb;geschieden;0;Yes;14;80;2;10;3;3;9;8;3;No
19;Selten;Entwicklung;25;3;1269;w;2994;265;1;Wissenschaftler;ledig;1;Yes;12;80;0;1;2;3;1;0;3;No
23;Selten;Entwicklung;1;2;1270;m;1223;373;1;Wissenschaftler;verheiratet;1;No;22;80;1;1;2;3;1;0;4;No
25;Haeufig;Vertrieb;24;1;1273;m;1118;599;1;Vertriebsmitarbeiter;ledig;1;Yes;14;80;0;1;4;3;1;0;3;Yes
26;Selten;Entwicklung;4;2;1275;m;2875;583;1;Wissenschaftler;ledig;1;Yes;20;80;0;8;2;2;8;5;4;No
45;Selten;Vertrieb;2;3;1277;w;18824;1449;5;Manager;ledig;2;Yes;16;80;0;26;2;3;24;10;3;Yes
55;Nie;Entwicklung;8;1;1278;m;13577;177;4;Produktmanager;geschieden;1;Yes;15;80;1;34;3;3;33;9;3;No
21;Haeufig;Entwicklung;10;2;1279;w;2625;251;1;Labortechniker;ledig;1;No;20;80;0;2;2;1;2;2;4;Yes
46;Selten;Vertrieb;4;2;1280;w;18789;168;5;Manager;verheiratet;2;No;14;80;1;26;2;3;11;4;3;No
34;Selten;Vertrieb;2;3;1281;w;4538;131;2;Vertrieb;ledig;0;Yes;12;80;0;4;3;3;3;2;3;No
51;Haeufig;Vertrieb;9;3;1282;m;19847;237;5;Manager;geschieden;4;Yes;24;80;1;31;5;2;29;10;4;No
59;Selten;Entwicklung;18;4;1283;m;10512;1429;3;Abteilungsleiter;ledig;6;No;12;80;0;25;6;2;9;7;3;No
34;Haeufig;Entwicklung;19;3;1285;w;4444;135;2;Labortechniker;geschieden;4;No;13;80;2;15;2;4;11;8;3;No
28;Haeufig;Entwicklung;1;4;1286;m;2154;791;1;Labortechniker;ledig;0;Yes;11;80;0;5;2;2;4;2;3;No
44;Selten;Entwicklung;4;2;1288;m;19190;1199;5;Manager;geschieden;1;No;14;80;2;26;4;2;25;9;3;No
34;Haeufig;Personal;11;3;1289;m;4490;648;2;Personal;verheiratet;4;No;11;80;2;14;5;4;10;9;3;No
35;Selten;Entwicklung;6;1;1291;m;3506;735;1;Wissenschaftler;verheiratet;0;Yes;14;80;0;4;3;3;3;2;3;No
42;Selten;Entwicklung;7;4;1292;w;2372;603;2;Wissenschaftler;verheiratet;6;Yes;16;80;0;18;2;3;1;0;3;No
43;Selten;Vertrieb;4;4;1293;w;10231;531;3;Vertrieb;ledig;3;No;14;80;0;23;3;4;21;7;3;No
36;Selten;Entwicklung;2;4;1294;w;5410;429;2;Abteilungsleiter;ledig;9;Yes;11;80;0;18;2;3;16;14;3;No
44;Selten;Entwicklung;15;3;1295;w;7978;621;3;Produktmanager;verheiratet;1;No;11;80;1;10;2;3;10;7;3;Yes
28;Haeufig;Entwicklung;2;3;1296;m;3867;193;1;Labortechniker;verheiratet;1;Yes;12;80;1;2;2;3;2;2;3;No
51;Haeufig;Entwicklung;6;2;1297;w;2838;968;1;Labortechniker;ledig;0;No;14;80;0;8;6;2;7;0;3;No
30;Nie;Entwicklung;9;2;1298;w;4695;879;2;Abteilungsleiter;ledig;7;Yes;18;80;0;10;3;3;8;4;3;No
29;Selten;Entwicklung;7;3;1299;w;3339;806;1;Labortechniker;geschieden;3;Yes;13;80;2;10;2;3;7;7;3;Yes
28;Selten;Entwicklung;1;3;1301;m;2080;640;1;Wissenschaftler;ledig;2;No;11;80;0;5;2;2;3;2;3;No
25;Selten;Entwicklung;1;3;1303;w;2096;266;1;Wissenschaftler;ledig;1;No;18;80;0;2;3;2;2;2;3;No
32;Selten;Vertrieb;8;3;1304;m;6209;604;2;Vertrieb;verheiratet;1;No;15;80;2;10;4;4;10;7;3;No
45;Haeufig;Entwicklung;25;3;1306;w;18061;364;5;Manager;ledig;3;No;22;80;0;22;4;3;0;0;4;No
39;Selten;Entwicklung;13;4;1307;w;17123;412;4;Manager;geschieden;6;Yes;13;80;2;21;4;3;19;9;3;No
58;Selten;Entwicklung;23;4;1308;m;2372;848;1;Wissenschaftler;geschieden;1;No;12;80;2;2;3;3;2;2;3;No
32;Selten;Entwicklung;7;2;1309;m;4883;1089;2;Labortechniker;verheiratet;1;No;18;80;1;10;3;3;10;4;3;Yes
39;Selten;Entwicklung;23;3;1310;m;3904;360;1;Wissenschaftler;ledig;0;No;13;80;0;6;2;3;5;2;3;Yes
30;Selten;Entwicklung;6;3;1311;w;4627;1138;2;Labortechniker;verheiratet;0;No;12;80;1;10;6;3;9;2;3;No
36;Selten;Entwicklung;10;4;1312;w;7094;325;3;Produktmanager;verheiratet;3;No;12;80;0;10;0;3;7;7;3;No
46;Selten;Personal;1;2;1314;w;3423;991;1;Personal;ledig;6;No;12;80;0;10;3;4;7;6;3;No
28;Nie;Entwicklung;1;3;1315;w;6674;1476;2;Labortechniker;verheiratet;0;No;11;80;3;10;6;3;9;8;3;No
50;Selten;Entwicklung;28;3;1317;w;16880;1322;4;AbteilungsleiterForschung;verheiratet;4;Yes;11;80;0;25;2;3;3;2;3;No
40;Selten;Vertrieb;25;4;1318;m;9094;299;3;Vertrieb;ledig;2;Yes;12;80;0;9;2;3;5;4;3;Yes
52;Selten;Vertrieb;5;3;1319;m;8446;1030;3;Vertrieb;ledig;9;Yes;19;80;0;10;2;2;8;7;3;Yes
30;Selten;Entwicklung;17;4;1321;w;11916;634;3;Manager;verheiratet;1;Yes;23;80;2;9;2;3;9;1;4;No
39;Selten;Entwicklung;18;2;1322;m;4534;524;2;Abteilungsleiter;ledig;0;No;11;80;0;9;6;3;8;7;3;No
31;Nie;Vertrieb;2;4;1324;w;9852;587;3;Vertrieb;geschieden;1;Yes;19;80;1;10;5;2;10;8;3;No
41;Nie;Vertrieb;10;2;1329;m;6151;256;2;Vertrieb;ledig;1;No;13;80;0;19;4;3;19;2;3;No
31;Haeufig;Vertrieb;1;3;1331;w;2302;1060;1;Vertriebsmitarbeiter;ledig;1;Yes;11;80;0;3;2;4;3;2;3;Yes
44;Selten;Entwicklung;3;3;1333;m;2362;935;1;Labortechniker;verheiratet;4;No;12;80;0;10;4;4;3;2;3;Yes
42;Nie;Entwicklung;2;1;1334;m;17861;495;4;Manager;verheiratet;0;Yes;13;80;0;21;3;2;20;8;3;No
55;Selten;Entwicklung;2;2;1336;w;19187;282;5;Manager;verheiratet;4;No;14;80;1;23;5;3;19;9;3;No
56;Selten;Personal;8;4;1338;m;19717;206;5;Manager;ledig;6;No;14;80;0;36;4;3;7;3;3;No
40;Nie;Entwicklung;16;2;1340;m;3544;458;1;Wissenschaftler;geschieden;9;No;16;80;1;6;0;3;4;2;3;No
34;Selten;Entwicklung;9;3;1344;m;8500;943;3;Produktmanager;geschieden;0;No;11;80;1;10;0;2;9;7;3;No
40;Selten;Entwicklung;2;3;1346;m;4661;523;2;Wissenschaftler;ledig;1;No;13;80;0;9;4;3;9;8;3;No
41;Haeufig;Vertrieb;1;3;1349;w;4103;1018;2;Vertrieb;geschieden;0;No;17;80;1;10;2;3;9;3;3;No
35;Haeufig;Entwicklung;4;4;1350;m;4249;482;2;Wissenschaftler;ledig;1;Yes;11;80;0;9;3;3;9;6;3;No
51;Selten;Personal;5;3;1352;m;14026;770;4;Manager;geschieden;1;Yes;11;80;1;33;2;3;33;9;3;No
38;Selten;Vertrieb;2;2;1355;w;6893;1009;2;Vertrieb;geschieden;3;No;15;80;1;11;3;3;7;7;3;No
34;Selten;Vertrieb;15;2;1356;w;6125;507;2;Vertrieb;ledig;1;No;12;80;0;10;6;4;10;8;3;No
25;Selten;Entwicklung;19;1;1358;m;3669;882;1;Labortechniker;verheiratet;3;No;11;80;3;7;6;2;3;2;3;No
58;Selten;Entwicklung;7;4;1360;w;10008;601;3;Abteilungsleiter;verheiratet;7;Yes;14;80;0;31;0;2;10;9;3;Yes
40;Selten;Entwicklung;1;4;1361;m;2387;329;1;Labortechniker;verheiratet;3;No;22;80;1;7;3;3;4;2;4;No
36;Haeufig;Vertrieb;7;3;1362;w;4639;607;2;Vertrieb;verheiratet;2;No;16;80;1;17;2;2;15;7;3;No
48;Selten;Entwicklung;4;3;1363;m;7898;855;3;Abteilungsleiter;ledig;1;No;11;80;0;11;2;3;10;9;3;No
27;Selten;Vertrieb;11;3;1364;w;2534;1291;1;Vertriebsmitarbeiter;verheiratet;8;No;14;80;1;5;4;3;1;0;3;No
51;Selten;Entwicklung;11;2;1367;w;13142;1405;4;Abteilungsleiter;ledig;3;No;16;80;0;29;1;2;5;2;3;No
18;Nie;Entwicklung;1;3;1368;w;1611;1124;1;Labortechniker;ledig;1;No;15;80;0;0;5;4;0;0;3;No
35;Selten;Entwicklung;1;3;1369;w;5363;817;2;Labortechniker;verheiratet;0;No;12;80;1;10;0;3;9;7;3;No
27;Haeufig;Vertrieb;2;1;1371;m;5071;793;2;Vertrieb;ledig;3;No;20;80;0;8;3;3;6;2;4;No
55;Selten;Vertrieb;13;4;1372;m;13695;267;4;Vertrieb;ledig;6;Yes;17;80;0;24;2;2;19;7;3;Yes
56;Selten;Entwicklung;23;3;1373;m;13402;1369;4;Abteilungsleiter;verheiratet;4;Yes;12;80;1;33;0;3;19;16;3;No
34;Nie;Entwicklung;26;1;1374;w;2029;999;1;Wissenschaftler;geschieden;1;No;20;80;3;5;2;3;5;4;4;No
40;Selten;Entwicklung;2;1;1375;w;6377;1202;2;Produktmanager;geschieden;5;No;20;80;3;15;0;3;12;11;4;No
34;Selten;Entwicklung;29;3;1377;m;5429;285;2;Labortechniker;verheiratet;4;No;13;80;2;10;1;3;8;7;3;No
31;Haeufig;Vertrieb;2;3;1379;w;2785;703;1;Vertriebsmitarbeiter;ledig;7;No;14;80;0;3;3;4;1;0;3;Yes
35;Haeufig;Vertrieb;18;4;1380;w;4614;662;2;Vertrieb;verheiratet;0;Yes;18;80;1;5;0;2;4;2;3;Yes
38;Haeufig;Entwicklung;7;3;1382;m;2610;693;1;Wissenschaftler;geschieden;1;No;11;80;3;4;2;3;4;2;3;No
34;Selten;Entwicklung;2;4;1383;w;6687;404;2;Produktmanager;ledig;1;No;11;80;0;14;2;4;14;11;3;No
28;Selten;Vertrieb;26;3;1387;m;4724;736;2;Vertrieb;verheiratet;1;No;11;80;1;5;0;3;5;3;3;No
31;Selten;Entwicklung;22;4;1389;m;6179;330;2;Abteilungsleiter;verheiratet;1;Yes;15;80;2;10;3;2;10;2;3;Yes
39;Selten;Vertrieb;21;4;1390;m;6120;1498;2;Vertrieb;verheiratet;3;Yes;12;80;2;8;2;4;5;4;3;No
51;Haeufig;Vertrieb;2;3;1391;m;10596;541;3;Vertrieb;verheiratet;2;No;11;80;0;14;5;3;4;2;3;No
41;Haeufig;Entwicklung;22;3;1392;w;5467;1200;2;Wissenschaftler;geschieden;3;Yes;14;80;2;12;4;2;6;2;3;No
37;Selten;Entwicklung;4;1;1394;m;2996;1439;1;Wissenschaftler;verheiratet;7;Yes;15;80;0;8;2;3;6;4;3;No
33;Haeufig;Vertrieb;5;1;1395;m;9998;1111;2;Vertrieb;verheiratet;6;No;13;80;0;8;2;4;5;4;3;No
32;Selten;Vertrieb;2;1;1396;m;4078;499;2;Vertrieb;verheiratet;0;Yes;13;80;3;4;3;2;3;2;3;No
39;Nie;Entwicklung;25;2;1397;m;10920;1485;3;Produktmanager;verheiratet;3;No;21;80;1;13;2;3;6;4;4;No
25;Selten;Vertrieb;18;1;1399;m;6232;1372;2;Vertrieb;verheiratet;2;No;11;80;0;6;3;2;3;2;3;No
52;Haeufig;Entwicklung;28;2;1401;w;13247;322;4;Abteilungsleiter;verheiratet;2;Yes;11;80;1;24;3;2;5;3;3;No
43;Selten;Entwicklung;6;3;1402;w;4081;930;2;Wissenschaftler;ledig;1;Yes;14;80;0;20;3;1;20;7;3;No
27;Selten;Vertrieb;10;3;1403;w;5769;205;2;Vertrieb;verheiratet;1;Yes;11;80;0;6;3;3;6;2;3;No
27;Selten;Entwicklung;17;4;1405;w;2394;135;1;Wissenschaftler;ledig;1;Yes;13;80;0;8;2;3;8;2;3;Yes
26;Selten;Entwicklung;2;1;1407;m;3904;683;1;Wissenschaftler;ledig;0;No;12;80;0;5;2;3;4;3;3;No
42;Selten;Personal;10;3;1408;w;16799;1147;4;Manager;verheiratet;0;No;14;80;1;21;5;3;20;7;3;No
52;Selten;Entwicklung;8;4;1409;w;2950;258;1;Labortechniker;verheiratet;9;No;13;80;0;12;2;1;5;4;3;No
37;Selten;Entwicklung;11;3;1411;w;3629;1462;1;Labortechniker;ledig;4;No;18;80;0;8;6;3;3;2;3;No
35;Haeufig;Entwicklung;18;2;1412;m;9362;200;3;Abteilungsleiter;ledig;2;No;11;80;0;10;2;3;2;2;3;No
25;Selten;Entwicklung;1;3;1415;m;3229;949;1;Labortechniker;verheiratet;4;No;11;80;1;7;2;2;3;2;3;No
26;Selten;Entwicklung;7;3;1417;m;3578;652;1;Labortechniker;ledig;0;No;12;80;0;8;2;3;7;7;3;No
29;Selten;Personal;17;3;1419;m;7988;332;3;Personal;ledig;1;No;13;80;0;10;3;2;10;9;3;No
49;Haeufig;Entwicklung;28;2;1420;m;4284;1475;2;Labortechniker;ledig;3;No;20;80;0;20;2;3;4;3;4;Yes
29;Haeufig;Entwicklung;14;1;1421;w;7553;337;3;Produktmanager;ledig;0;Yes;12;80;0;9;1;3;8;7;3;Yes
54;Selten;Entwicklung;1;3;1422;w;17328;971;4;AbteilungsleiterForschung;ledig;6;No;19;80;0;29;3;2;20;7;3;No
58;Selten;Entwicklung;1;3;1423;w;19701;1055;5;AbteilungsleiterForschung;verheiratet;3;Yes;21;80;1;32;3;3;9;8;4;No
55;Selten;Entwicklung;1;4;1424;m;14732;1136;4;AbteilungsleiterForschung;geschieden;2;No;13;80;2;31;4;4;7;7;3;No
36;Selten;Vertrieb;3;4;1425;w;9278;1174;2;Vertrieb;ledig;3;Yes;16;80;0;15;3;3;5;4;3;No
31;Haeufig;Vertrieb;1;4;1427;w;1359;667;1;Vertriebsmitarbeiter;ledig;1;No;12;80;0;1;3;3;1;0;3;Yes
30;Selten;Vertrieb;7;4;1428;w;4779;855;2;Vertrieb;geschieden;7;No;14;80;2;8;3;3;3;2;3;No
31;Selten;Entwicklung;8;5;1430;w;16422;182;4;AbteilungsleiterForschung;ledig;3;No;11;80;0;9;3;4;3;2;3;No
34;Haeufig;Entwicklung;1;4;1431;m;2996;560;1;Wissenschaftler;geschieden;5;No;14;80;2;10;2;3;4;3;3;No
31;Selten;Entwicklung;8;3;1433;w;1261;202;1;Wissenschaftler;ledig;1;No;12;80;0;1;3;4;1;0;3;Yes
27;Selten;Entwicklung;11;1;1434;m;2099;1377;1;Labortechniker;verheiratet;0;No;14;80;0;6;3;4;5;0;3;No
36;Selten;Entwicklung;4;4;1435;m;5810;172;2;Labortechniker;ledig;1;No;16;80;0;10;2;2;10;4;3;No
36;Selten;Vertrieb;16;4;1436;w;5647;329;2;Vertrieb;verheiratet;4;No;13;80;2;11;3;2;3;2;3;No
47;Selten;Entwicklung;1;3;1438;m;3420;465;1;Wissenschaftler;verheiratet;7;No;12;80;1;17;2;2;6;5;3;No
25;Selten;Vertrieb;9;2;1439;m;4400;383;1;Vertriebsmitarbeiter;verheiratet;3;No;12;80;0;6;2;3;3;2;3;Yes
37;Nie;Entwicklung;5;2;1440;m;3500;1413;1;Labortechniker;ledig;0;No;14;80;0;7;2;1;6;5;3;No
